"","specie_name","specie_code"
"3529","Gymnocaesio gymnoptera","219998"
"3530","Pterocaesio chrysozona","213662"
"3531","Pterocaesio digramma","213657"
"3532","Pterocaesio pisang","213658"
"3533","Pterocaesio tessellata","278945"
"3534","Pterocaesio capricornis","213660"
"3535","Pterocaesio tile","213656"
"3536","Caesio caerulaurea","219995"
"3537","Caesio cuning","278536"
"3538","Caesio varilineata","219988"
"3539","Caesio lunaris","219991"
"3540","Caesio suevica","219993"
"3541","Caesio teres","219996"
"3542","Caesio xanthonota","219994"
"3543","Caesionidae","151454"
"3544","Centropomus unionensis","280069"
"3545","Centropomus armatus","280059"
"3546","Centropomus ensiferus","280060"
"3547","Centropomus medius","280061"
"3548","Centropomus nigrescens","280063"
"3549","Centropomus parallelus","280064"
"3550","Centropomus pectinatus","280065"
"3551","Centropomus robalito","280067"
"3552","Centropomus undecimalis","280068"
"3553","Centropomus viridis","280070"
"3554","Centropomus mexicanus","280062"
"3555","Hypopterus macropterus","281123"
"3556","Psammoperca waigiensis","282395"
"3557","Aethaloperca rogaa","218168"
"3558","Anyperodon leucogrammicus","212549"
"3559","Aporops bilinearis","218170"
"3560","Aulacocephalus temmincki","218171"
"3561","Bathyanthias mexicanus","279868"
"3562","Belonoperca chabanaudi","218173"
"3563","Caesioperca lepidoptera","280011"
"3564","Caesioscorpis theagenes","280013"
"3565","Caprodon longimanus","280030"
"3566","Chelidoperca hirundinacea","277020"
"3567","Cratinus agassizii","280421"
"3568","Diploprion bifasciatum","277235"
"3569","Ellerkeldia jamesoni","317837"
"3570","Epinephelides armatus","280694"
"3571","Mycteroperca bonaci","159231"
"3572","Mycteroperca acutirostris","273876"
"3573","Mycteroperca jordani","273879"
"3574","Mycteroperca microlepis","273880"
"3575","Mycteroperca cidi","273877"
"3576","Mycteroperca phenax","159233"
"3577","Mycteroperca rubra","127039"
"3578","Mycteroperca tigris","273884"
"3579","Mycteroperca venenosa","273885"
"3580","Mycteroperca xenarcha","273886"
"3581","Mycteroperca fusca","127038"
"3582","Mycteroperca interstitialis","273878"
"3583","Mycteroperca rosacea","273883"
"3584","Epinephelus marginatus","127036"
"3585","Epinephelus aeneus","127032"
"3586","Epinephelus undulosus","-999"
"3587","Epinephelus akaara","273833"
"3588","Epinephelus diacanthus","218236"
"3589","Epinephelus lanceolatus","218224"
"3590","Epinephelus maculatus","273860"
"3591","Epinephelus merra","218228"
"3592","Epinephelus septemfasciatus","273866"
"3593","Epinephelus sexfasciatus","273867"
"3594","Epinephelus stoliczkae","218225"
"3595","Epinephelus tauvina","218205"
"3596","Epinephelus striatus","159222"
"3597","Epinephelus adscensionis","159351"
"3598","Epinephelus analogus","273835"
"3599","Epinephelus drummondhayi","273848"
"3600","Epinephelus guttatus","159352"
"3601","Epinephelus labriformis","273858"
"3602","Epinephelus morio","159354"
"3603","Epinephelus mystacinus","273861"
"3604","Epinephelus quernus","273865"
"3605","Epinephelus caninus","127033"
"3606","Epinephelus fasciatus","218207"
"3607","Epinephelus goreensis","273854"
"3608","Epinephelus morrhua","218201"
"3609","Epinephelus albomarginatus","-999"
"3610","Epinephelus andersoni","218254"
"3611","Epinephelus areolatus","218204"
"3612","Epinephelus itajara","159353"
"3613","Epinephelus malabaricus","218206"
"3614","Epinephelus rivulatus","218216"
"3615","Epinephelus flavocaeruleus","218203"
"3616","Epinephelus amblycephalus","273834"
"3617","Epinephelus awoara","273836"
"3618","Epinephelus bleekeri","273838"
"3619","Epinephelus bruneus","273840"
"3620","Epinephelus chlorostigma","218199"
"3621","Epinephelus cifuentesi","273842"
"3622","Epinephelus coioides","218200"
"3623","Epinephelus costae","127034"
"3624","Epinephelus cyanopodus","273845"
"3625","Epinephelus daemelii","273846"
"3626","Epinephelus fasciatomaculosus","273852"
"3627","Epinephelus heniochus","273855"
"3628","Epinephelus hexagonatus","218232"
"3629","Epinephelus latifasciatus","218214"
"3630","Epinephelus macrospilos","218202"
"3631","Epinephelus magniscuttis","218235"
"3632","Epinephelus polyphekadion","218197"
"3633","Epinephelus quoyanus","218252"
"3634","Epinephelus stictus","273869"
"3635","Epinephelus trimaculatus","273872"
"3636","Epinephelus caeruleopunctatus","218213"
"3637","Epinephelus fuscoguttatus","218218"
"3638","Epinephelus irroratus","273857"
"3639","Epinephelus miliaris","218211"
"3640","Epinephelus multinotatus","218237"
"3641","Epinephelus poecilonotus","218250"
"3642","Epinephelus retouti","218253"
"3643","Epinephelus tuamotuensis","273874"
"3644","Epinephelus tukula","218246"
"3645","Epinephelus epistictus","218210"
"3646","Epinephelus polylepis","218234"
"3647","Epinephelus summana","218238"
"3648","Epinephelus radiatus","218222"
"3649","Epinephelus posteli","218231"
"3650","Epinephelus faveatus","218219"
"3651","Epinephelus longispinis","218221"
"3652","Epinephelus spilotoceps","218244"
"3653","Epinephelus melanostigma","218242"
"3654","Epinephelus chabaudi","218226"
"3655","Epinephelus quinquefasciatus","304761"
"3656","Serranus cabrilla","127041"
"3657","Serranus scriba","127043"
"3658","Serranus hepatus","127042"
"3659","Serranus atrobranchus","273891"
"3660","Serranus psittacinus","273904"
"3661","Serranus subligarius","159236"
"3662","Serranus atricauda","127040"
"3663","Serranus accraensis","273887"
"3664","Serranus africanus","273889"
"3665","Serranus huascarii","273898"
"3666","Giganthias immaculatus","280837"
"3667","Grammistes sexlineatus","211864"
"3668","Grammistops ocellatus","218256"
"3669","Hemanthias aureorubens","159224"
"3670","Hemanthias signifer","275931"
"3671","Hemanthias peruanus","275930"
"3672","Hypoplectrodes huntii","281106"
"3673","Jeboehlkia gladifer","281197"
"3674","Lepidoperca pulchella","281303"
"3675","Liopropoma africanum","218258"
"3676","Liopropoma eukrines","159230"
"3677","Luzonichthys earlei","276712"
"3678","Mirolabrichthys flavoguttatus","312505"
"3679","Anthias anthias","127031"
"3680","Anthias noeli","273828"
"3681","Centropristis striata","159348"
"3682","Centropristis philadelphica","159347"
"3683","Alphestes afer","279567"
"3684","Alphestes multiguttatus","279569"
"3685","Alphestes immaculatus","279568"
"3686","Othos dentex","281948"
"3687","Cephalopholis cruentata","279146"
"3688","Cephalopholis fulva","279148"
"3689","Cephalopholis argus","218174"
"3690","Cephalopholis sonnerati","218183"
"3691","Cephalopholis taeniops","279154"
"3692","Cephalopholis nigri","279151"
"3693","Cephalopholis cyanostigma","279147"
"3694","Cephalopholis hemistiktos","218188"
"3695","Cephalopholis microprion","279150"
"3696","Cephalopholis miniata","218184"
"3697","Cephalopholis sexmaculata","218189"
"3698","Cephalopholis aurantia","218177"
"3699","Cephalopholis igarashiensis","279149"
"3700","Cephalopholis spiloparaea","218180"
"3701","Cephalopholis urodeta","218181"
"3702","Cephalopholis boenak","218182"
"3703","Cephalopholis leopardus","218185"
"3704","Cephalopholis nigripinnis","313075"
"3705","Cephalopholis formosa","218190"
"3706","Cephalopholis polleni","218175"
"3707","Cromileptes altivelis","218193"
"3708","Odontanthias flagris","311419"
"3709","Odontanthias borbonius","311418"
"3710","Dermatolepis dermatolepis","276919"
"3711","Dermatolepis striolata","218195"
"3712","Dermatolepis inermis","276920"
"3713","Diplectrum formosum","159350"
"3714","Diplectrum macropoma","276181"
"3715","Diplectrum maximum","276182"
"3716","Diplectrum pacificum","276183"
"3717","Diplectrum radiale","276184"
"3718","Diplectrum labarum","276180"
"3719","Diplectrum euryplectrum","276179"
"3720","Dules auriga","310626"
"3721","Planctanthias longifilis","282269"
"3722","Gonioplectrus hispanus","280924"
"3723","Paranthias furcifer","282084"
"3724","Paranthias colonus","282083"
"3725","Plectropomus maculatus","218267"
"3726","Plectropomus areolatus","218263"
"3727","Plectropomus laevis","218260"
"3728","Plectropomus leopardus","218261"
"3729","Plectropomus pessuliferus","218265"
"3730","Plectropomus punctatus","218268"
"3731","Plectropomus oligacanthus","277891"
"3732","Rypticus saponaceus","275963"
"3733","Rypticus subbifrenatus","275964"
"3734","Pronotogrammus eos","282364"
"3735","Pseudanthias bimaculatus","218274"
"3736","Pseudanthias fasciata","310727"
"3737","Pseudanthias parvirostris","218280"
"3738","Pseudanthias squamipinnis","218278"
"3739","Pseudanthias townsendi","277484"
"3740","Rabaulichthys altipinnis","278029"
"3741","Rainfordia opercularis","282545"
"3742","Sacura boulengeri","277200"
"3743","Saloptia powelli","282656"
"3744","Schultzea beta","282691"
"3745","Selenanthias analis","282746"
"3746","Serraniculus pumilio","282762"
"3747","Serranocirrhitus latus","282763"
"3748","Triso dermopterus","283058"
"3749","Tosana niwae","283010"
"3750","Acanthistius brasilianus","278720"
"3751","Acanthistius sebastoides","218166"
"3752","Acanthistius patachonicus","278725"
"3753","Tosanoides filamentosus","283011"
"3754","Hypoplectrus chlorurus","281113"
"3755","Hypoplectrus unicolor","281121"
"3756","Hypoplectrus nigricans","281118"
"3757","Nemanthias carberryi","209205"
"3758","Pogonoperca punctata","218270"
"3759","Niphon spinosus","281758"
"3760","Trachypoma macracanthus","283033"
"3761","Paralabrax nebulifer","282059"
"3762","Paralabrax maculatofasciatus","282058"
"3763","Paralabrax clathratus","282054"
"3764","Paralabrax albomaculatus","282051"
"3765","Paralabrax humeralis","282056"
"3766","Paralabrax callaensis","282053"
"3767","Paralabrax loro","282057"
"3768","Pseudogramma gregoryi","278293"
"3769","Plectranthias altipinnatus","278997"
"3770","Gracila albomarginata","218255"
"3771","Variola louti","218304"
"3772","Variola albimarginata","218305"
"3773","Hyporthodus ergastularius","475076"
"3774","Hyporthodus mystacinus","475099"
"3775","Hyporthodus niphobles","475078"
"3776","Hyporthodus acanthistius","475097"
"3777","Hyporthodus flavolimbatus","475077"
"3778","Hyporthodus niveatus","475101"
"3779","Hyporthodus nigritus","475100"
"3780","Hyporthodus haifensis","712594"
"3781","Hyporthodus octofasciatus","475079"
"3782","Meganthias natalensis","398477"
"3783","Hemilutjanus macrophthalmos","281028"
"3784","Serranidae","125561"
"3785","Glaucosoma hebraicum","279190"
"3786","Glaucosoma scapulare","279192"
"3787","Lagusia micracanthus","281268"
"3788","Mesopristes argenteus","279088"
"3789","Mesopristes elongatus","218348"
"3790","Pelsartia humeralis","282189"
"3791","Rhynchopelates oxyrhynchus","282610"
"3792","Terapon jarbua","218350"
"3793","Terapon puta","127078"
"3794","Terapon theraps","218349"
"3795","Pelates quadrilineatus","127077"
"3796","Terapontidae","125568"
"3797","Stereolepis gigas","282884"
"3798","Dicentrarchus punctatus","126976"
"3799","Dicentrarchus labrax","126975"
"3800","Acanthoclinus fuscus","279470"
"3801","Acanthoplesiops hiatti","276756"
"3802","Assessor flavissimus","279761"
"3803","Beliops xanthokrossos","279886"
"3804","Belonepterygion fasciolatum","279890"
"3805","Calloplesiops altivelis","218340"
"3806","Fraudella carassiops","280800"
"3807","Paraplesiops bleekeri","282086"
"3808","Steeneichthys plesiopsus","282876"
"3809","Trachinops brauni","283029"
"3810","Kuhlia sandvicensis","278250"
"3811","Heteropriacanthus cruentatus","127004"
"3812","Pristigenys meyeri","276036"
"3813","Pristigenys niphonia","218366"
"3814","Pristigenys alta","159295"
"3815","Priacanthus tayenus","273768"
"3816","Priacanthus arenatus","127005"
"3817","Priacanthus macracanthus","273765"
"3818","Priacanthus hamrur","218360"
"3819","Priacanthus blochii","218361"
"3820","Cookeolus japonicus","127003"
"3821","Priacanthidae","125555"
"3822","Apogon semilineatus","273097"
"3823","Apogon imberbis","273021"
"3824","Apogon coccineus","209326"
"3825","Apogon truncatus","273110"
"3826","Apogon nigripes","209339"
"3827","Apogonichthys perdix","209383"
"3828","Archamia zosterophora","279052"
"3829","Archamia fucata","209392"
"3830","Astrapogon alutus","279772"
"3831","Cheilodipterus alleni","278889"
"3832","Cheilodipterus arabicus","278890"
"3833","Cheilodipterus macrodon","209373"
"3834","Cheilodipterus novemstriatus","209374"
"3835","Cheilodipterus persicus","278896"
"3836","Coranthus polyacanthus","209296"
"3837","Foa brachygramma","209399"
"3838","Fowleria aurita","209401"
"3839","Fowleria vaiulae","209402"
"3840","Fowleria variegata","209403"
"3841","Glossamia gjellerupi","1015987"
"3842","Gymnapogon africanus","209302"
"3843","Holapogon maximus","281082"
"3844","Lachneratus phasmaticus","218368"
"3845","Mionorus bombonensis","713305"
"3846","Neamia octospina","209404"
"3847","Phaeoptyx conklini","282226"
"3848","Pseudamia zonata","276899"
"3849","Pseudamia tarri","209299"
"3850","Pseudamiops gracilicauda","209301"
"3851","Pterapogon kauderni","282494"
"3852","Rhabdamia gracilis","209406"
"3853","Rhabdamia cypselurus","209407"
"3854","Siphamia versicolor","277710"
"3855","Sphaeramia nematoptera","278349"
"3856","Vincentia chrysura","283152"
"3857","Apogonichthyoides nigripinnis","209390"
"3858","Apogonichthyoides pseudotaeniatus","475091"
"3859","Apogonichthyoides taeniatus","209391"
"3860","Jaydia queketti","209280"
"3861","Pristiapogon kallopterus","712696"
"3862","Pristiapogon fraenatus","209369"
"3863","Ostorhinchus aureus","712648"
"3864","Ostorhinchus fasciatus","712656"
"3865","Ostorhinchus cookii","712654"
"3866","Ostorhinchus cyanosoma","319876"
"3867","Ostorhinchus fleurieu","319878"
"3868","Ostorhinchus gularis","712660"
"3869","Apogonidae","125518"
"3870","Sillaginodes punctata","315631"
"3871","Sillaginopsis panijus","282792"
"3872","Sillago maculata","273947"
"3873","Sillago sihama","127046"
"3874","Sillago ciliata","273939"
"3875","Sillago flindersi","273940"
"3876","Sillago arabica","273932"
"3877","Sillago attenuata","273935"
"3878","Sillago chondropus","218371"
"3879","Sillago japonica","273944"
"3880","Sillaginidae","125563"
"3881","Hoplolatilus chlupatyi","278087"
"3882","Hoplolatilus starcki","278094"
"3883","Malacanthus brevirostris","218378"
"3884","Malacanthus plumieri","277261"
"3885","Anisochromis kenyae","218309"
"3886","Blennodesmus scapularis","279919"
"3887","Chlidichthys bibulus","218312"
"3888","Congrogadus amplimaculatus","280375"
"3889","Cypho purpurascens","280467"
"3890","Halidesmus coccus","277229"
"3891","Halimuraena hexagonata","218317"
"3892","Halimuraenoides isostigma","218320"
"3893","Haliophis aethiopus","278482"
"3894","Labracinus cyclophthalmus","281242"
"3895","Natalichthys leptus","218322"
"3896","Pseudochromis aldabraensis","218333"
"3897","Pseudochromis olivaceus","218332"
"3898","Pseudochromis caudalis","278167"
"3899","Pseudochromis dutoiti","218328"
"3900","Pseudochromis linda","278183"
"3901","Pseudochromis nigrovittatus","218330"
"3902","Pseudochromis persicus","278194"
"3903","Pseudoplesiops howensis","276902"
"3904","Rusichthys plesiomorphus","218338"
"3905","Nematistius pectoralis","281664"
"3906","Banjos banjos","279860"
"3907","Mene maculata","218450"
"3908","Arripis georgianus","279692"
"3909","Arripis trutta","279693"
"3910","Emmelichthyops atlanticus","280669"
"3911","Lutjanus argentimaculatus","218498"
"3912","Lutjanus decussatus","276530"
"3913","Lutjanus erythropterus","276534"
"3914","Lutjanus fulviflamma","218490"
"3915","Lutjanus fulvus","218475"
"3916","Lutjanus johnii","218496"
"3917","Lutjanus lutjanus","218495"
"3918","Lutjanus monostigma","218474"
"3919","Lutjanus rivulatus","218494"
"3920","Lutjanus malabaricus","218481"
"3921","Lutjanus sebae","218499"
"3922","Lutjanus vitta","218483"
"3923","Lutjanus analis","159792"
"3924","Lutjanus apodus","159793"
"3925","Lutjanus aratus","276523"
"3926","Lutjanus argentiventris","276524"
"3927","Lutjanus purpureus","276547"
"3928","Lutjanus buccanella","159794"
"3929","Lutjanus campechanus","159795"
"3930","Lutjanus colorado","276529"
"3931","Lutjanus cyanopterus","159796"
"3932","Lutjanus griseus","159797"
"3933","Lutjanus guttatus","276539"
"3934","Lutjanus jocu","159798"
"3935","Lutjanus mahogoni","159799"
"3936","Lutjanus novemfasciatus","276544"
"3937","Lutjanus synagris","159800"
"3938","Lutjanus vivanus","159801"
"3939","Lutjanus agennes","276520"
"3940","Lutjanus dentatus","276531"
"3941","Lutjanus russelli","218486"
"3942","Lutjanus goreensis","276538"
"3943","Lutjanus bohar","218479"
"3944","Lutjanus gibbus","218480"
"3945","Lutjanus rufolineatus","276548"
"3946","Lutjanus fulgens","276535"
"3947","Lutjanus adetii","276519"
"3948","Lutjanus kasmira","218482"
"3949","Lutjanus lemniscatus","218485"
"3950","Lutjanus timorensis","276551"
"3951","Lutjanus quinquelineatus","218497"
"3952","Lutjanus coeruleolineatus","218472"
"3953","Lutjanus ehrenbergii","218489"
