"specie_name","specie_code"
"Lutjanus coeruleolineatus","218472"
"Lutjanus ehrenbergii","218489"
"Lutjanus goldiei","276537"
"Lutjanus peru","276546"
"Lutjanus jordani","276541"
"Lutjanus sanguineus","218487"
"Lutjanus endecacanthus","276533"
"Lutjanus bengalensis","218484"
"Lutjanus lunulatus","218492"
"Lutjanus notatus","218476"
"Lutjanus stellatus","276550"
"Lutjanus indicus","835109"
"Lutjanus guilcheri","218493"
"Lutjanus inermis","276540"
"Ocyurus chrysurus","159803"
"Aphareus rutilans","-999"
"Aphareus furca","218470"
"Aprion virescens","212546"
"Apsilus dentatus","277617"
"Apsilus fuscus","212548"
"Lipocheilus carnolabrum","218471"
"Paracaesio caerulea","278684"
"Paracaesio gonzalesi","278685"
"Paracaesio kusakarii","278686"
"Paracaesio xanthura","218502"
"Paracaesio stonei","278688"
"Etelis oculatus","159789"
"Etelis carbunculus","212545"
"Etelis coruscans","212544"
"Etelis radiosus","276518"
"Macolor niger","218501"
"Parapristipomoides squamimaxillaris","282103"
"Pristipomoides argyrogrammicus","218510"
"Pristipomoides filamentosus","218511"
"Pristipomoides aquilonaris","159805"
"Pristipomoides multidens","218513"
"Pristipomoides sieboldii","218509"
"Pristipomoides typus","218507"
"Pristipomoides auricilla","218512"
"Pristipomoides flavipinnis","276553"
"Pristipomoides zonatus","218514"
"Pristipomoides macrophthalmus","276555"
"Rhomboplites aurorubens","159807"
"Hoplopagrus guentherii","281087"
"Randallichthys filamentosus","282547"
"Symphorichthys spilurus","282914"
"Symphorus nematophorus","282915"
"Pinjalo pinjalo","218506"
"Lutjanidae","151453"
"Parascolopsis aspinosa","214689"
"Parascolopsis baranesi","277748"
"Parascolopsis eriomma","214690"
"Parascolopsis townsendi","214691"
"Pentapodus caninus","282205"
"Pentapodus emeryii","282206"
"Pentapodus paradiseus","282208"
"Scaevius milii","282666"
"Nemipterus marginatus","278126"
"Nemipterus hexodon","278124"
"Nemipterus japonicus","218515"
"Nemipterus virgatus","278133"
"Nemipterus mesoprion","278127"
"Nemipterus nematophorus","278128"
"Nemipterus nemurus","218522"
"Nemipterus peronii","218520"
"Nemipterus tambuloides","278130"
"Nemipterus balinensis","278118"
"Nemipterus bathybius","278120"
"Nemipterus celebicus","278121"
"Nemipterus gracilis","278123"
"Nemipterus randalli","218518"
"Nemipterus bipunctatus","218517"
"Nemipterus zysron","218519"
"Scolopsis vosmeri","209217"
"Scolopsis bimaculata","712733"
"Scolopsis ghanam","209222"
"Scolopsis bilineata","209219"
"Scolopsis monogramma","276788"
"Scolopsis taenioptera","-999"
"Scolopsis taeniata","712735"
"Scolopsis lineata","276786"
"Scolopsis aurata","276784"
"Scolopsis frenata","712734"
"Nemipteridae","151459"
"Gazza minuta","218451"
"Leiognathus splendens","218461"
"Leiognathus blochii","273617"
"Leiognathus daura","218460"
"Leiognathus dussumieri","218453"
"Leiognathus equulus","218459"
"Leiognathus bindus","218458"
"Leiognathus leuciscus","218455"
"Leiognathus oblongus","273624"
"Leiognathus brevirostris","273618"
"Leiognathus lineolatus","218457"
"Aurigequula fasciata","1019864"
"Secutor insidiator","218464"
"Secutor ruconius","218463"
"Nuchequula gerreoides","398531"
"Equulites elongatus","398517"
"Leiognathidae","125542"
"Boridia grossidens","279940"
"Diagramma pictum","218536"
"Xenichthys agassizi","315930"
"Xenistius californiensis","283178"
"Xenocys jessiae","283184"
"Anisotremus davidsonii","279617"
"Anisotremus dovii","279618"
"Anisotremus interruptus","279619"
"Anisotremus scapularis","279622"
"Anisotremus surinamensis","279623"
"Anisotremus virginicus","279625"
"Haemulon album","275721"
"Haemulon bonariense","275722"
"Haemulon carbonarium","275724"
"Haemulon flaviguttatus","308593"
"Haemulon flavolineatum","275727"
"Haemulon macrostomum","275728"
"Haemulon maculicauda","275729"
"Haemulon melanurum","275730"
"Haemulon parra","275731"
"Haemulon plumierii","158808"
"Haemulon sciurus","275733"
"Haemulon scudderii","275734"
"Haemulon sexfasciatum","275736"
"Haemulon steindachneri","275738"
"Haemulon aurolineatum","158807"
"Haemulon boschmae","275723"
"Haemulon chrysargyreum","275725"
"Haemulon striatum","275739"
"Haemulon vittatum","1021254"
"Haemulopsis axillaris","280973"
"Haemulopsis leuciscus","280975"
"Haemulopsis corvinaeformis","1020759"
"Haemulopsis nitidus","280976"
"Orthopristis chrysoptera","158810"
"Orthopristis ruber","275746"
"Orthopristis chalceus","275741"
"Genyatremus luteus","280829"
"Genyatremus pacifici","995104"
"Isacia conceptionis","281184"
"Parapristipoma trilineatum","273480"
"Parapristipoma octolineatum","126945"
"Plectorhinchus cinctus","273485"
"Plectorhinchus pictus","-999"
"Plectorhinchus schotaf","218551"
"Plectorhinchus macrolepis","273490"
"Plectorhinchus mediterraneus","126946"
"Plectorhinchus flavomaculatus","218549"
"Plectorhinchus gaterinus","218552"
"Plectorhinchus sordidus","218556"
"Plectorhinchus orientalis","218550"
"Plectorhinchus playfairi","218554"
"Plectorhinchus lessonii","273488"
"Plectorhinchus gibbosus","-999"
"Plectorhinchus lineatus","273489"
"Plectorhinchus chubbi","218541"
"Pomadasys stridens","126948"
"Pomadasys commersonnii","218563"
"Pomadasys argenteus","218570"
"Pomadasys maculatus","218568"
"Pomadasys olivaceus","218565"
"Pomadasys opercularis","218560"
"Pomadasys bayanus","273501"
"Pomadasys branickii","273503"
"Pomadasys crocro","273505"
"Pomadasys macracanthus","273508"
"Pomadasys incisus","126947"
"Pomadasys jubelini","273507"
"Pomadasys perotaei","273510"
"Pomadasys multimaculatum","218559"
"Pomadasys suillus","273515"
"Pomadasys kaakan","218566"
"Pomadasys panamensis","273509"
"Pomadasys rogerii","273513"
"Pomadasys argyreus","273499"
"Pomadasys furcatus","218558"
"Pomadasys taeniatus","273516"
"Pomadasys corvinaeformis","273504"
"Brachydeuterus auritus","126943"
"Parakuhlia macrophthalmus","282050"
"Hapalogenys mucronatus","280992"
"Hapalogenys nigripinnis","280993"
"Conodon nobilis","280386"
"Conodon serrifer","280387"
"Conodon macrops","280385"
"Microlepidotus inornatus","281560"
"Microlepidotus brevipinnis","281559"
"Austronibea oedogenys","279845"
"Boesemania microlepis","279922"
"Corvula macrops","280403"
"Ctenosciaena gracilicirrhus","280456"
"Totoaba macdonaldi","283019"
"Sciaena umbra","127010"
"Sciaena deliciosa","273790"
"Sciaena bathytatos","273788"
"Cynoscion acoupa","276074"
"Cynoscion albus","276075"
"Cynoscion analis","276076"
"Cynoscion arenarius","276077"
"Cynoscion jamaicensis","276079"
"Cynoscion leiarchus","276080"
"Cynoscion nebulosus","159312"
"Cynoscion microlepidotus","276081"
"Cynoscion othonopterum","309026"
"Cynoscion parvipinnis","276085"
"Cynoscion phoxocephalus","276086"
"Cynoscion regalis","159313"
"Cynoscion reticulatus","276088"
"Cynoscion steindachneri","276091"
"Cynoscion striatus","276093"
"Cynoscion virescens","276094"
"Cynoscion xanthulum","309028"
"Cynoscion nothus","159305"
"Cynoscion similis","276089"
"Cynoscion stolzmanni","276092"
"Cynoscion guatucupa","276078"
"Cynoscion squamipinnis","276090"
"Lepipterus francisci","1418101"
"Lepipterus schomburgkii","318811"
"Lonchurus lanceolatus","281389"
"Lonchurus elegans","281388"
"Macrospinosa cuja","281484"
"Megalonibea fusca","281544"
"Miichthys miiuy","281574"
"Miracorvina angolensis","281578"
"Pachyurus bonariensis","1013991"
"Paranibea semiluctuosa","282082"
"Pareques fuscovittatus","282140"
"Micropogonias ectenes","275305"
"Micropogonias furnieri","275307"
"Micropogonias undulatus","151158"
"Micropogonias altipinnis","275304"
"Micropogonias megalops","275309"
"Menticirrhus americanus","159326"
"Menticirrhus nasus","276146"
"Menticirrhus ophicephalus","276147"
"Menticirrhus panamensis","276149"
"Menticirrhus undulatus","276150"
"Menticirrhus saxatilis","159329"
"Menticirrhus littoralis","159327"
"Pentheroscion mbizi","282214"
"Protosciaena trewavasae","282384"
"Sonorolux fluminis","282832"
"Umbrina cirrosa","127012"
"Umbrina canosai","273796"
"Umbrina coroides","159338"
"Umbrina roncador","273802"
"Umbrina xanti","273805"
"Umbrina canariensis","127011"
"Umbrina ronchus","127013"
"Umbrina steindachneri","273803"
"Umbrina broussonnetii","273794"
"Johnius belangerii","276099"
"Johnius coitor","276104"
"Johnius dussumieri","-999"
"Johnius trachycephalus","276124"
"Johnius amblycephalus","218638"
"Johnius borneensis","276100"
"Johnius carutta","276103"
"Macrodon ancylodon","281477"
"Macrodon mordax","281478"
"Argyrosomus regius","127007"
"Argyrosomus japonicus","218633"
"Argyrosomus hololepidotus","218632"
"Argyrosomus thorpei","218629"
"Argyrosomus amoyensis","273781"
"Argyrosomus heinii","273783"
"Atractoscion aequidens","218634"
"Atractoscion nobilis","278535"
"Elattarchus archidium","280633"
"Pareques acuminatus","282139"
"Eques lanceolatus","1389965"
"Genyonemus lineatus","280830"
"Larimus acclivis","276127"
"Larimus argenteus","276128"
"Larimus breviceps","276129"
"Larimus effulgens","276130"
"Larimus pacificus","276131"
"Pteroscion peli","282503"
"Nebris microps","281639"
"Nebris occidentalis","281640"
"Ophioscion adustus","281900"
"Ophioscion punctatissimus","281904"
"Otolithes ruber","218641"
"Otolithoides biauritus","281949"
"Otolithoides pama","281950"
"Paralonchurus brasiliensis","282063"
"Paralonchurus peruanus","282066"
"Paralonchurus dumerilii","282064"
"Pogonias cromis","159333"
"Stellifer fuerthii","276157"
"Stellifer lanceolatus","159337"
"Stellifer microps","276163"
"Stellifer minor","276164"
"Stellifer oscitans","276166"
"Stellifer stellifer","276169"
"Stellifer ericymba","276156"
"Stellifer rastrifer","276168"
"Stellifer pizarroensis","276167"
"Stellifer zestocarus","276173"
"Bairdiella ronchus","276072"
"Bairdiella chrysoura","159303"
"Bairdiella ensifera","276070"
"Odontoscion xanthops","281839"
"Nibea albiflora","281747"
"Nibea maculata","281751"
"Nibea mitsukurii","281753"
"Nibea semifasciata","281754"
"Nibea soldado","281755"
"Nibea coibor","281749"
"Collichthys lucidus","280361"
"Collichthys niveatus","280362"
"Larimichthys croceus","314731"
"Larimichthys polyactis","281273"
"Isopisthus remifer","281188"
"Isopisthus parvipinnis","281187"
"Leiostomus xanthurus","159322"
"Cheilotrema saturnum","280137"
"Pachypops adspersus","1623066"
"Pachypops trifilis","281965"
"Pachypops fourcroi","1026862"
"Roncador stearnsii","282628"
"Sciaenops ocellatus","159335"
"Seriphus politus","282761"
"Pseudotolithus senegallus","273787"
"Pseudotolithus senegalensis","127008"
"Pseudotolithus typus","127009"
"Pseudotolithus moorii","273786"
"Pseudotolithus elongatus","273784"
"Pseudotolithus epipercus","273785"
"Dendrophysa russelii","280499"
"Aspericorvina jubata","279753"
"Atrobucca nibe","218637"
"Atrobucca marleyi","218636"
"Bahaba chaptis","279856"
"Bahaba taipingensis","279858"
"Chrysochir aureus","280181"
"Daysciaena albida","280496"
"Kathala axillaris","281216"
"Panna microdon","281987"
"Pennahia argentata","282196"
"Pennahia macrocephalus","282197"
"Pennahia pawak","282199"
"Pennahia anea","282195"
"Protonibea diacanthus","282382"
"Pterotolithus lateoides","282506"
"Pterotolithus maculatus","282507"
"Cilus gilberti","280187"
"Sciaenidae","125558"
"Wattsia mossambica","218586"
"Gnathodentex aureolineatus","218574"
"Gymnocranius griseus","218576"
"Gymnocranius frenatus","278871"
"Gymnocranius euanus","278870"
"Gymnocranius grandoculis","218579"
"Lethrinus nebulosus","212081"
"Lethrinus atlanticus","278633"
"Lethrinus erythropterus","212074"
"Lethrinus harak","212063"
"Lethrinus mahsena","212075"
"Lethrinus reticulatus","212059"
"Lethrinus variegatus","212076"
"Lethrinus atkinsoni","278632"
"Lethrinus enigmaticus","212072"
"Lethrinus laticaudis","278635"
"Lethrinus lentjan","212061"
"Lethrinus microdon","212071"
"Lethrinus miniatus","212062"
"Lethrinus olivaceus","212069"
"Lethrinus rubrioperculatus","212077"
"Lethrinus amboinensis","278631"
"Lethrinus erythracanthus","212066"
"Lethrinus obsoletus","212085"
"Lethrinus ornatus","278636"
"Lethrinus xanthochilus","212079"
"Lethrinus borbonicus","212064"
"Lethrinus crocineus","212082"
"Lethrinus genivittatus","212078"
"Lethrinus conchyliatus","212073"
"Monotaxis grandoculis","218584"
"Lethrinidae","151458"
"Boopsoidea inornata","218593"
"Gymnocrotaphus curvidens","218603"
"Virididentex acromegalus","283157"
"Pagellus bogaraveo","127059"
"Pagellus erythrinus","127060"
"Pagellus acarne","127057"
"Pagellus bellottii","127058"
"Pagellus affinis","218609"
"Pagellus natalensis","218610"
"Diplodus argenteus","293578"
"Diplodus annularis","127049"
"Diplodus sargus","127053"
"Diplodus vulgaris","127054"
"Diplodus cervinus","127051"
"Diplodus puntazzo","127052"
"Diplodus holbrooki","159247"
"Diplodus fasciatus","273971"
"Diplodus noct","218602"
"Diplodus bellottii","127050"
"Diplodus prayensis","273973"
"Diplodus caudimacula","305181"
"Calamus taurinus","275974"
"Calamus arctifrons","275966"
"Calamus bajonado","159241"
"Calamus brachysomus","275967"
"Calamus calamus","159242"
"Calamus proridens","275973"
"Calamus penna","159245"
"Calamus pennatula","275972"
"Dentex gibbosus","273964"
"Dentex macrophthalmus","273965"
"Dentex canariensis","273960"
"Dentex dentex","273962"
"Dentex angolensis","273958"
"Dentex congoensis","273961"
"Dentex maroccanus","273966"
"Dentex tumifrons","273967"
"Dentex barnardi","273959"
"Spondyliosoma cantharus","127066"
"Spondyliosoma emarginatum","218628"
"Oblada melanura","127056"
"Archosargus probatocephalus","159238"
"Archosargus rhomboidalis","159239"
"Argyrops spinifer","218590"
"Argyrops bleekeri","279055"
"Argyrops filamentosus","218591"
"Argyrozona argyrozona","218592"
"Cheimerius nufar","218594"
"Cymatoceps nasutus","218601"
"Pagrus caeruleostictus","127062"
"Pagrus pagrus","127063"
"Pagrus auriga","127061"
"Pagrus auratus","-999"
"Pagrus major","273976"
"Pagrus africanus","273975"
"Petrus rupestris","218611"
"Porcostoma dentata","218618"
"Pterogymnus laniarius","218619"
"Rhabdosargus globiceps","218624"
"Rhabdosargus sarba","218621"
"Rhabdosargus holubi","218625"
"Rhabdosargus thorpei","218623"
"Rhabdosargus haffara","218620"
"Sparodon durbanensis","218627"
"Sparus aurata","151523"
"Boops boops","127047"
"Chrysoblephus cristiceps","218597"
"Chrysoblephus laticeps","218599"
"Chrysoblephus gibbiceps","218598"
"Chrysoblephus anglicus","218595"
"Chrysoblephus puniceus","218600"
"Chrysoblephus lophus","218596"
"Crenidens crenidens","127048"
"Lithognathus lithognathus","218604"
"Lithognathus mormyrus","127055"
"Lithognathus aureti","218605"
"Pachymetopon aeneum","218606"
"Pachymetopon grande","218608"
"Pachymetopon blochii","218607"
"Polysteganus praeorbitalis","218616"
"Polysteganus undulosus","218617"
"Polysteganus coeruleopunctatus","218614"
"Polysteganus baissaci","218615"
"Sarpa salpa","127064"
"Evynnis cardinalis","280766"
"Evynnis japonica","280767"
"Sparidentex hasta","218626"
"Acanthopagrus berda","218588"
"Acanthopagrus australis","279070"
"Acanthopagrus butcheri","279071"
"Acanthopagrus schlegeli","401896"
"Acanthopagrus latus","218587"
"Acanthopagrus bifasciatus","218589"
"Acanthopagrus arabicus","835123"
"Acanthopagrus sheim","835125"
"Stenotomus chrysops","159811"
"Stenotomus caprinus","159810"
"Lagodon rhomboides","159249"
"Polyamblyodon germanum","218613"
"Polyamblyodon gibbosum","218612"
"Sparidae","125564"
"Spicara maena","126828"
"Spicara smaris","126830"
"Spicara melanurus","126829"
"Spicara alta","273307"
"Spicara nigricauda","273309"
"Spicara flexuosa","302566"
"Centracanthus cirrus","126827"
"Centracanthidae","125525"
"Upeneichthys lineatus","283081"
"Mullus surmuletus","126986"
"Mullus barbatus","126985"
"Mullus argentinae","273661"
"Mullus auratus","159418"
"Mulloidichthys flavolineatus","218647"
"Mulloidichthys vanicolensis","218648"
"Mulloidichthys martinicus","277991"
"Mulloidichthys pfluegeri","218650"
"Parupeneus trifasciatus","277826"
"Parupeneus cyclostomus","218665"
"Parupeneus forsskali","218669"
"Parupeneus macronema","218659"
"Parupeneus multifasciatus","277820"
"Parupeneus pleurostigma","218656"
"Parupeneus porphyreus","218662"
"Parupeneus indicus","218658"
"Parupeneus barberinus","218660"
"Parupeneus heptacanthus","218657"
"Parupeneus margaritatus","277818"
"Parupeneus ciliatus","218661"
"Parupeneus rubescens","218664"
"Upeneus moluccensis","126989"
"Upeneus sulphureus","218690"
"Upeneus sundaicus","273673"
"Upeneus tragula","218689"
"Upeneus vittatus","218691"
"Upeneus parvus","159422"
"Upeneus arge","218693"
"Upeneus pori","273671"
"Upeneus asymmetricus","126988"
"Upeneus doriae","273666"
"Upeneus japonicus","218694"
"Upeneus taeniopterus","218685"
"Pseudupeneus prayensis","126987"
"Pseudupeneus maculatus","159421"
"Pseudupeneus grandisquamis","273662"
"Mullidae","125547"
"Dichistius capensis","221426"
"Dichistius multifasciatus","221425"
"Dichistiidae","151465"
"Monodactylus argenteus","218695"
"Monodactylus sebae","278304"
"Monodactylus falciformis","218696"
"Schuettea scalaripinnis","282689"
"Parequula melbournensis","282145"
"Gerres setifer","276967"
"Gerres abbreviatus","218531"
"Gerres filamentosus","218524"
"Gerres poieti","218525"
"Gerres cinereus","276954"
"Gerres oyena","218535"
"Gerres oblongus","218526"
"Gerres nigri","276963"
"Gerres methueni","218532"
"Gerres longirostris","-999"
"Gerres limbatus","276959"
"Diapterus auratus","159726"
"Diapterus peruvianus","276414"
"Diapterus rhombeus","276415"
"Eucinostomus dowii","276417"
"Eucinostomus currani","276416"
"Eucinostomus melanopterus","276423"
"Eucinostomus havana","276421"
"Eucinostomus argenteus","159732"
"Eucinostomus gula","159733"
"Eugerres axillaris","280738"
